order_id,customer_region,product_category,order_date,ship_date,delivery_date,shipping_mode,shipping_cost,delivery_status,delivery_days,on_time_flag,delay_flag
OR42615,Central,Sports,2024-01-11,2024-01-11,2024-01-15,Standard,133,Delivered,4,1,0
OR42616,East,Sports,2022-10-27,2022-10-30,2022-11-08,Standard,126,Delayed,9,0,1
OR42617,Central,Fashion,2022-08-22,2022-08-23,2022-08-29,Express,111,Delivered,6,1,0
OR42618,West,Beauty,2025-03-04,2025-03-07,2025-03-15,Same Day,306,Delivered,8,1,0
OR42619,East,Sports,2025-08-11,2025-08-12,2025-08-17,Standard,111,Returned,5,1,0
OR42620,South,Fashion,2025-09-26,2025-09-27,2025-10-03,Standard,145,Delivered,6,1,0
OR42621,West,Fashion,2023-05-20,2023-05-23,2023-05-30,Express,198,Delivered,7,1,0
OR42622,East,Home,2024-06-27,2024-06-28,2024-07-03,Standard,84,Delivered,5,1,0
OR42623,Central,Sports,2024-09-06,2024-09-07,2024-09-14,Standard,79,Delivered,7,1,0
OR42624,West,Grocery,2022-08-31,2022-09-03,2022-09-11,Express,111,Delivered,8,1,0
OR42625,South,Fashion,2025-01-26,2025-01-29,2025-02-05,Express,142,Delayed,7,0,1
OR42626,East,Sports,2024-05-07,2024-05-10,2024-05-17,Express,123,Delivered,7,1,0
OR42627,Central,Grocery,2022-09-17,2022-09-20,2022-09-26,Standard,146,Returned,6,1,0
OR42628,Central,Electronics,2022-03-25,2022-03-25,2022-03-28,Standard,138,Delivered,3,1,0
OR42629,West,Grocery,2023-06-15,2023-06-16,2023-06-22,Standard,52,Delivered,6,1,0
OR42630,East,Fashion,2025-02-18,2025-02-19,2025-02-23,Same Day,393,Delivered,4,1,0
OR42631,Central,Fashion,2024-03-09,2024-03-10,2024-03-16,Express,94,Delivered,6,1,0
OR42632,West,Fashion,2023-12-24,2023-12-27,2024-01-07,Standard,125,Delivered,11,1,0
OR42633,North,Beauty,2024-01-29,2024-02-01,2024-02-10,Standard,134,Delivered,9,1,0
OR42634,Central,Home,2022-02-12,2022-02-15,2022-02-23,Standard,101,Delivered,8,1,0
OR42635,West,Grocery,2022-03-05,2022-03-05,2022-03-08,Same Day,272,Delivered,3,1,0
OR42636,North,Beauty,2024-02-05,2024-02-05,2024-02-09,Standard,59,Delivered,4,1,0
OR42637,West,Sports,2024-02-09,2024-02-09,2024-02-13,Express,83,Delivered,4,1,0
OR42638,Central,Sports,2024-09-12,2024-09-15,2024-09-22,Express,176,Delivered,7,1,0
OR42639,North,Fashion,2022-12-03,2022-12-06,2022-12-14,Standard,85,Delayed,8,0,1
OR42640,West,Grocery,2024-04-23,2024-04-26,2024-05-03,Standard,69,Delivered,7,1,0
OR42641,East,Beauty,2023-12-25,2023-12-26,2023-12-31,Standard,126,Delayed,5,0,1
OR42642,North,Electronics,2024-04-14,2024-04-17,2024-04-24,Same Day,341,Delivered,7,1,0
OR42643,West,Grocery,2025-07-18,2025-07-19,2025-07-25,Express,134,Delivered,6,1,0
OR42644,East,Sports,2022-02-12,2022-02-15,2022-02-27,Standard,100,Delayed,12,0,1
OR42645,North,Fashion,2025-01-02,2025-01-05,2025-01-13,Express,126,Delivered,8,1,0
OR42646,West,Grocery,2023-06-16,2023-06-17,2023-06-24,Express,109,Delivered,7,1,0
OR42647,Central,Home,2023-06-19,2023-06-20,2023-06-25,Standard,98,Delivered,5,1,0
OR42648,North,Fashion,2023-05-14,2023-05-15,2023-05-22,Express,81,Delivered,7,1,0
OR42649,North,Home,2023-07-28,2023-07-31,2023-08-12,Express,168,Delivered,12,1,0
OR42650,East,Beauty,2025-09-15,2025-09-18,2025-09-27,Express,118,Delivered,9,1,0
OR42651,West,Fashion,2023-03-13,2023-03-14,2023-03-20,Standard,144,Delivered,6,1,0
OR42652,Central,Sports,2022-11-13,2022-11-13,2022-11-17,Standard,58,Delivered,4,1,0
OR42653,East,Electronics,2023-07-19,2023-07-22,2023-07-30,Express,189,Delivered,8,1,0
OR42654,North,Grocery,2024-10-09,2024-10-10,2024-10-14,Standard,92,Delivered,4,1,0
OR42655,East,Beauty,2025-11-20,2025-11-21,2025-11-26,Standard,93,Delivered,5,1,0
OR42656,East,Grocery,2023-06-16,2023-06-19,2023-06-25,Standard,62,Delivered,6,1,0
OR42657,East,Fashion,2023-06-21,2023-06-22,2023-06-29,Same Day,226,Delivered,7,1,0
OR42658,North,Beauty,2024-11-17,2024-11-18,2024-11-25,Express,174,Delivered,7,1,0
OR42659,South,Electronics,2023-06-12,2023-06-13,2023-06-20,Standard,81,Delayed,7,0,1
OR42660,East,Electronics,2024-08-04,2024-08-04,2024-08-08,Standard,143,Delivered,4,1,0
OR42661,South,Beauty,2024-10-09,2024-10-12,2024-10-18,Standard,63,Delivered,6,1,0
OR42662,Central,Sports,2025-04-06,2025-04-06,2025-04-10,Standard,59,Delivered,4,1,0
OR42663,Central,Home,2024-02-28,2024-02-29,2024-03-05,Standard,146,Delivered,5,1,0
OR42664,Central,Grocery,2023-08-06,2023-08-09,2023-08-17,Express,190,Delivered,8,1,0
OR42665,West,Fashion,2024-04-23,2024-04-24,2024-04-30,Standard,114,Delivered,6,1,0
OR42666,North,Electronics,2024-10-04,2024-10-04,2024-10-06,Standard,65,Delivered,2,1,0
OR42667,South,Grocery,2022-12-28,2022-12-29,2023-01-05,Standard,135,Delivered,7,1,0
OR42668,West,Grocery,2024-04-29,2024-04-29,2024-05-03,Standard,99,Delivered,4,1,0
OR42669,South,Grocery,2025-05-18,2025-05-21,2025-05-27,Standard,148,Delivered,6,1,0
OR42670,North,Beauty,2023-01-30,2023-01-31,2023-02-06,Express,137,Delivered,6,1,0
OR42671,East,Electronics,2024-06-07,2024-06-08,2024-06-13,Standard,52,Delivered,5,1,0
OR42672,West,Sports,2023-05-27,2023-05-28,2023-06-02,Express,234,Delayed,5,0,1
OR42673,North,Grocery,2025-12-23,2025-12-26,2026-01-02,Standard,139,Delivered,7,1,0
OR42674,West,Electronics,2024-01-07,2024-01-08,2024-01-14,Same Day,287,Delivered,6,1,0
OR42675,Central,Electronics,2022-10-01,2022-10-02,2022-10-09,Standard,117,Delivered,7,1,0
OR42676,West,Fashion,2025-05-22,2025-05-25,2025-06-03,Standard,136,Delivered,9,1,0
OR42677,East,Sports,2023-10-08,2023-10-11,2023-10-19,Standard,65,Delivered,8,1,0
OR42678,East,Sports,2022-07-06,2022-07-09,2022-07-19,Standard,87,Delivered,10,1,0
OR42679,South,Sports,2023-04-15,2023-04-18,2023-04-29,Standard,121,Delivered,11,1,0
OR42680,West,Beauty,2025-07-09,2025-07-12,2025-07-20,Standard,103,Delayed,8,0,1
OR42681,Central,Electronics,2023-09-06,2023-09-06,2023-09-08,Same Day,311,Delivered,2,1,0
OR42682,East,Electronics,2022-12-16,2022-12-17,2022-12-24,Standard,100,Delivered,7,1,0
OR42683,South,Sports,2022-09-05,2022-09-08,2022-09-17,Standard,127,Delivered,9,1,0
OR42684,Central,Beauty,2024-08-14,2024-08-17,2024-08-23,Standard,96,Delivered,6,1,0
OR42685,Central,Electronics,2025-10-29,2025-10-30,2025-11-04,Same Day,254,Delivered,5,1,0
OR42686,Central,Sports,2025-08-02,2025-08-03,2025-08-07,Express,134,Delivered,4,1,0
OR42687,North,Fashion,2023-03-06,2023-03-07,2023-03-12,Express,106,Delivered,5,1,0
OR42688,East,Home,2024-09-18,2024-09-18,2024-09-21,Express,222,Delivered,3,1,0
OR42689,North,Beauty,2024-09-06,2024-09-07,2024-09-12,Express,223,Delivered,5,1,0
OR42690,North,Home,2025-11-25,2025-11-28,2025-12-04,Express,183,Delivered,6,1,0
OR42691,East,Home,2022-08-09,2022-08-10,2022-08-16,Same Day,327,Delivered,6,1,0
OR42692,West,Home,2023-01-05,2023-01-06,2023-01-11,Express,132,Delivered,5,1,0
OR42693,South,Fashion,2023-09-09,2023-09-12,2023-09-21,Standard,122,Delivered,9,1,0
OR42694,East,Electronics,2022-07-31,2022-08-01,2022-08-08,Same Day,290,Delivered,7,1,0
OR42695,South,Fashion,2025-07-11,2025-07-14,2025-07-20,Standard,121,Delivered,6,1,0
OR42696,West,Grocery,2022-06-27,2022-06-28,2022-07-04,Express,220,Delivered,6,1,0
OR42697,East,Beauty,2022-05-25,2022-05-25,2022-05-29,Standard,81,Delayed,4,0,1
OR42698,Central,Electronics,2024-08-29,2024-09-01,2024-09-08,Standard,139,Delivered,7,1,0
OR42699,East,Sports,2023-08-31,2023-09-03,2023-09-09,Standard,109,Returned,6,1,0
OR42700,West,Grocery,2023-06-23,2023-06-24,2023-06-30,Standard,75,Delayed,6,0,1
OR42701,North,Grocery,2024-12-17,2024-12-20,2025-01-01,Express,110,Delivered,12,1,0
OR42702,East,Beauty,2025-01-29,2025-01-30,2025-02-04,Same Day,358,Delayed,5,0,1
OR42703,Central,Fashion,2024-08-04,2024-08-07,2024-08-14,Standard,117,Delivered,7,1,0
OR42704,East,Grocery,2023-11-18,2023-11-21,2023-11-28,Standard,148,Delayed,7,0,1
OR42705,North,Fashion,2024-12-16,2024-12-16,2024-12-20,Standard,99,Delivered,4,1,0
OR42706,East,Grocery,2024-03-28,2024-03-31,2024-04-10,Same Day,219,Delivered,10,1,0
OR42707,Central,Fashion,2022-12-12,2022-12-15,2022-12-24,Express,180,Delivered,9,1,0
OR42708,West,Electronics,2025-08-01,2025-08-04,2025-08-10,Standard,147,Delivered,6,1,0
OR42709,Central,Grocery,2022-10-07,2022-10-10,2022-10-21,Standard,76,Delivered,11,1,0
OR42710,West,Fashion,2025-04-29,2025-04-30,2025-05-06,Express,218,Delivered,6,1,0
OR42711,Central,Home,2022-11-20,2022-11-21,2022-11-25,Standard,119,Delivered,4,1,0
OR42712,South,Home,2023-04-07,2023-04-07,2023-04-10,Standard,52,Delivered,3,1,0
OR42713,East,Grocery,2022-03-18,2022-03-21,2022-03-30,Express,224,Delivered,9,1,0
OR42714,East,Beauty,2023-02-11,2023-02-14,2023-02-23,Express,164,Delayed,9,0,1
OR42715,North,Fashion,2024-02-20,2024-02-23,2024-03-01,Same Day,289,Delivered,7,1,0
OR42716,South,Electronics,2024-10-16,2024-10-19,2024-10-27,Standard,108,Delivered,8,1,0
OR42717,North,Beauty,2022-05-09,2022-05-12,2022-05-22,Same Day,212,Delivered,10,1,0
OR42718,East,Beauty,2022-09-07,2022-09-10,2022-09-20,Standard,79,Delayed,10,0,1
OR42719,North,Grocery,2022-07-10,2022-07-13,2022-07-20,Standard,86,Delivered,7,1,0
OR42720,West,Electronics,2022-01-27,2022-01-30,2022-02-10,Express,142,Delivered,11,1,0
OR42721,South,Fashion,2024-04-28,2024-05-01,2024-05-09,Standard,85,Delivered,8,1,0
OR42722,Central,Home,2023-01-28,2023-01-31,2023-02-10,Same Day,234,Delivered,10,1,0
OR42723,West,Fashion,2022-01-27,2022-01-27,2022-01-30,Express,244,Delivered,3,1,0
OR42724,Central,Beauty,2022-12-12,2022-12-15,2022-12-24,Standard,70,Delayed,9,0,1
OR42725,North,Electronics,2025-10-24,2025-10-25,2025-11-01,Standard,144,Delivered,7,1,0
OR42726,East,Home,2025-10-18,2025-10-21,2025-10-29,Same Day,259,Delivered,8,1,0
OR42727,West,Grocery,2024-12-05,2024-12-05,2024-12-07,Standard,58,Delivered,2,1,0
OR42728,South,Home,2025-12-26,2025-12-29,2026-01-04,Express,249,Delayed,6,0,1
OR42729,Central,Beauty,2024-04-15,2024-04-16,2024-04-20,Standard,103,Delivered,4,1,0
OR42730,West,Beauty,2025-12-20,2025-12-21,2025-12-28,Express,94,Delivered,7,1,0
OR42731,East,Grocery,2022-08-25,2022-08-26,2022-09-01,Standard,113,Delivered,6,1,0
OR42732,South,Beauty,2023-11-30,2023-12-01,2023-12-05,Standard,130,Delivered,4,1,0
OR42733,South,Grocery,2025-05-11,2025-05-14,2025-05-25,Standard,81,Delivered,11,1,0
OR42734,Central,Home,2024-02-11,2024-02-12,2024-02-16,Express,91,Delivered,4,1,0
OR42735,West,Home,2024-07-18,2024-07-18,2024-07-22,Express,237,Delivered,4,1,0
OR42736,West,Beauty,2023-01-24,2023-01-25,2023-02-01,Standard,94,Delivered,7,1,0
OR42737,South,Electronics,2024-10-15,2024-10-18,2024-10-28,Standard,100,Delivered,10,1,0
OR42738,North,Home,2024-11-21,2024-11-24,2024-12-02,Express,198,Delivered,8,1,0
OR42739,South,Sports,2024-04-27,2024-04-30,2024-05-12,Standard,99,Returned,12,1,0
OR42740,East,Home,2022-10-18,2022-10-21,2022-10-28,Standard,126,Delivered,7,1,0
OR42741,West,Electronics,2024-02-15,2024-02-18,2024-02-29,Express,235,Delivered,11,1,0
OR42742,Central,Sports,2023-07-23,2023-07-24,2023-07-30,Express,244,Delivered,6,1,0
OR42743,West,Sports,2024-10-19,2024-10-22,2024-10-30,Standard,117,Delivered,8,1,0
OR42744,South,Fashion,2023-11-07,2023-11-10,2023-11-16,Standard,65,Delivered,6,1,0
OR42745,East,Sports,2023-10-27,2023-10-30,2023-11-09,Standard,141,Delayed,10,0,1
OR42746,North,Beauty,2023-12-04,2023-12-07,2023-12-15,Same Day,222,Delivered,8,1,0
OR42747,West,Grocery,2023-07-30,2023-08-02,2023-08-10,Standard,73,Delayed,8,0,1
OR42748,South,Electronics,2022-08-06,2022-08-09,2022-08-15,Standard,50,Delivered,6,1,0
OR42749,South,Fashion,2025-01-13,2025-01-16,2025-01-23,Express,132,Delivered,7,1,0
OR42750,South,Home,2024-06-19,2024-06-22,2024-06-30,Express,88,Delivered,8,1,0
OR42751,East,Sports,2023-10-26,2023-10-27,2023-11-01,Express,210,Delivered,5,1,0
OR42752,South,Beauty,2025-05-26,2025-05-29,2025-06-06,Standard,132,Delivered,8,1,0
OR42753,South,Fashion,2025-05-09,2025-05-12,2025-05-23,Standard,71,Delivered,11,1,0
OR42754,South,Grocery,2024-12-07,2024-12-08,2024-12-12,Standard,135,Delayed,4,0,1
OR42755,West,Fashion,2024-01-27,2024-01-28,2024-02-02,Standard,139,Delivered,5,1,0
OR42756,South,Grocery,2024-07-14,2024-07-14,2024-07-18,Express,110,Delivered,4,1,0
OR42757,East,Fashion,2025-06-26,2025-06-29,2025-07-08,Same Day,238,Delivered,9,1,0
OR42758,West,Beauty,2023-05-16,2023-05-17,2023-05-22,Express,81,Delivered,5,1,0
OR42759,South,Fashion,2025-01-28,2025-01-29,2025-02-03,Standard,148,Delivered,5,1,0
OR42760,North,Home,2023-12-04,2023-12-07,2023-12-16,Standard,62,Delivered,9,1,0
OR42761,East,Beauty,2024-01-06,2024-01-09,2024-01-16,Standard,94,Delivered,7,1,0
OR42762,North,Home,2022-11-24,2022-11-25,2022-11-29,Standard,84,Delivered,4,1,0
OR42763,East,Beauty,2023-05-30,2023-05-31,2023-06-06,Standard,80,Delayed,6,0,1
OR42764,North,Beauty,2025-03-01,2025-03-04,2025-03-11,Express,134,Delivered,7,1,0
OR42765,South,Home,2025-07-02,2025-07-03,2025-07-09,Same Day,315,Delivered,6,1,0
OR42766,North,Beauty,2025-01-17,2025-01-20,2025-01-30,Standard,67,Delivered,10,1,0
OR42767,North,Fashion,2022-06-26,2022-06-29,2022-07-08,Same Day,392,Delayed,9,0,1
OR42768,East,Sports,2022-04-01,2022-04-04,2022-04-13,Standard,74,Delivered,9,1,0
OR42769,South,Fashion,2024-06-30,2024-07-03,2024-07-11,Standard,132,Delivered,8,1,0
OR42770,East,Home,2024-11-12,2024-11-13,2024-11-20,Express,165,Delivered,7,1,0
OR42771,South,Fashion,2024-01-21,2024-01-22,2024-01-26,Express,180,Delivered,4,1,0
OR42772,Central,Sports,2024-11-15,2024-11-16,2024-11-23,Express,93,Delivered,7,1,0
OR42773,West,Beauty,2022-04-25,2022-04-28,2022-05-06,Same Day,381,Delivered,8,1,0
OR42774,West,Grocery,2024-03-04,2024-03-07,2024-03-13,Express,228,Delivered,6,1,0
OR42775,East,Electronics,2024-06-05,2024-06-06,2024-06-12,Standard,62,Delivered,6,1,0
OR42776,South,Home,2025-12-03,2025-12-06,2025-12-18,Express,154,Delivered,12,1,0
OR42777,North,Fashion,2023-12-16,2023-12-19,2023-12-25,Same Day,249,Delivered,6,1,0
OR42778,West,Sports,2023-07-10,2023-07-11,2023-07-17,Express,109,Delivered,6,1,0
OR42779,East,Home,2025-04-02,2025-04-02,2025-04-06,Standard,60,Delivered,4,1,0
OR42780,East,Beauty,2025-10-06,2025-10-06,2025-10-09,Standard,139,Delayed,3,0,1
OR42781,East,Home,2023-01-06,2023-01-07,2023-01-12,Standard,144,Delivered,5,1,0
OR42782,South,Grocery,2022-10-05,2022-10-06,2022-10-11,Standard,57,Delivered,5,1,0
OR42783,East,Beauty,2023-09-04,2023-09-07,2023-09-14,Same Day,223,Delayed,7,0,1
OR42784,Central,Electronics,2023-01-24,2023-01-27,2023-02-02,Standard,83,Delivered,6,1,0
OR42785,North,Fashion,2025-02-14,2025-02-15,2025-02-19,Standard,139,Delivered,4,1,0
OR42786,East,Fashion,2024-07-03,2024-07-06,2024-07-12,Express,172,Delivered,6,1,0
OR42787,South,Home,2025-10-23,2025-10-23,2025-10-27,Standard,143,Delivered,4,1,0
OR42788,North,Sports,2023-04-16,2023-04-19,2023-04-30,Standard,79,Delayed,11,0,1
OR42789,North,Home,2022-11-13,2022-11-16,2022-11-22,Express,136,Delayed,6,0,1
OR42790,West,Grocery,2022-12-08,2022-12-11,2022-12-19,Express,138,Delivered,8,1,0
OR42791,East,Electronics,2025-08-29,2025-09-01,2025-09-10,Standard,108,Delivered,9,1,0
OR42792,East,Grocery,2025-03-18,2025-03-21,2025-04-01,Standard,127,Delivered,11,1,0
OR42793,South,Sports,2022-11-19,2022-11-22,2022-11-30,Standard,141,Delivered,8,1,0
OR42794,Central,Fashion,2024-12-12,2024-12-15,2024-12-25,Standard,103,Delivered,10,1,0
OR42795,Central,Sports,2023-07-27,2023-07-28,2023-08-02,Express,85,Delivered,5,1,0
OR42796,West,Grocery,2022-11-27,2022-11-28,2022-12-05,Express,108,Delivered,7,1,0
OR42797,Central,Fashion,2024-02-19,2024-02-22,2024-03-01,Express,182,Delayed,8,0,1
OR42798,South,Electronics,2023-07-08,2023-07-09,2023-07-15,Express,105,Delivered,6,1,0
OR42799,West,Home,2023-10-02,2023-10-05,2023-10-16,Express,224,Delivered,11,1,0
OR42800,East,Electronics,2024-09-11,2024-09-14,2024-09-24,Express,96,Delayed,10,0,1
OR42801,Central,Home,2023-08-20,2023-08-21,2023-08-25,Standard,85,Delivered,4,1,0
OR42802,South,Electronics,2022-07-18,2022-07-21,2022-07-31,Standard,61,Delivered,10,1,0
OR42803,South,Beauty,2025-05-11,2025-05-12,2025-05-19,Express,216,Delivered,7,1,0
OR42804,East,Fashion,2022-07-12,2022-07-13,2022-07-19,Same Day,204,Delivered,6,1,0
OR42805,South,Fashion,2022-10-06,2022-10-07,2022-10-13,Standard,56,Delivered,6,1,0
OR42806,West,Fashion,2024-09-22,2024-09-23,2024-09-30,Standard,115,Delivered,7,1,0
OR42807,West,Beauty,2022-11-21,2022-11-21,2022-11-25,Same Day,214,Delayed,4,0,1
OR42808,North,Beauty,2023-07-06,2023-07-09,2023-07-16,Express,101,Delivered,7,1,0
OR42809,East,Home,2022-11-08,2022-11-11,2022-11-18,Standard,73,Delivered,7,1,0
OR42810,South,Beauty,2024-12-28,2024-12-29,2025-01-04,Standard,50,Delivered,6,1,0
OR42811,Central,Fashion,2023-08-01,2023-08-02,2023-08-09,Express,129,Delivered,7,1,0
OR42812,West,Sports,2023-05-25,2023-05-28,2023-06-04,Standard,137,Delivered,7,1,0
OR42813,East,Home,2023-11-09,2023-11-12,2023-11-18,Standard,124,Delivered,6,1,0
OR42814,East,Fashion,2022-03-11,2022-03-14,2022-03-23,Standard,79,Delayed,9,0,1
OR42815,West,Fashion,2025-09-22,2025-09-22,2025-09-26,Standard,57,Delivered,4,1,0
OR42816,North,Beauty,2022-05-13,2022-05-16,2022-05-28,Same Day,333,Returned,12,1,0
OR42817,East,Electronics,2024-01-10,2024-01-11,2024-01-16,Standard,102,Delivered,5,1,0
OR42818,South,Sports,2025-09-01,2025-09-04,2025-09-13,Standard,102,Delivered,9,1,0
OR42819,Central,Sports,2024-01-20,2024-01-23,2024-01-29,Standard,72,Delivered,6,1,0
OR42820,Central,Beauty,2024-05-09,2024-05-10,2024-05-14,Standard,73,Delivered,4,1,0
OR42821,West,Home,2023-05-27,2023-05-30,2023-06-06,Same Day,335,Delivered,7,1,0
OR42822,East,Sports,2022-03-17,2022-03-18,2022-03-24,Same Day,391,Returned,6,1,0
OR42823,Central,Fashion,2025-10-08,2025-10-09,2025-10-15,Same Day,326,Delivered,6,1,0
OR42824,East,Home,2022-02-09,2022-02-12,2022-02-23,Standard,100,Delivered,11,1,0
OR42825,West,Beauty,2022-10-07,2022-10-10,2022-10-16,Standard,146,Delayed,6,0,1
OR42826,North,Grocery,2023-09-26,2023-09-29,2023-10-07,Express,136,Delivered,8,1,0
OR42827,Central,Electronics,2022-03-16,2022-03-17,2022-03-22,Express,185,Delivered,5,1,0
OR42828,South,Electronics,2024-01-20,2024-01-21,2024-01-26,Standard,101,Delivered,5,1,0
OR42829,West,Grocery,2022-12-05,2022-12-06,2022-12-13,Express,143,Delivered,7,1,0
OR42830,North,Beauty,2023-03-28,2023-03-29,2023-04-04,Standard,138,Delivered,6,1,0
OR42831,South,Home,2023-04-11,2023-04-14,2023-04-20,Standard,104,Delayed,6,0,1
OR42832,South,Grocery,2022-09-28,2022-09-29,2022-10-06,Express,82,Delivered,7,1,0
OR42833,Central,Sports,2024-09-28,2024-10-01,2024-10-09,Standard,104,Delivered,8,1,0
OR42834,East,Fashion,2025-05-02,2025-05-03,2025-05-07,Express,157,Delivered,4,1,0
OR42835,West,Grocery,2025-10-16,2025-10-17,2025-10-24,Express,152,Returned,7,1,0
OR42836,South,Grocery,2025-04-02,2025-04-02,2025-04-05,Express,183,Delivered,3,1,0
OR42837,Central,Sports,2024-12-18,2024-12-19,2024-12-23,Standard,119,Delivered,4,1,0
OR42838,North,Home,2024-03-07,2024-03-08,2024-03-14,Standard,52,Delayed,6,0,1
OR42839,South,Fashion,2025-12-03,2025-12-06,2025-12-13,Standard,111,Delivered,7,1,0
OR42840,North,Fashion,2022-01-21,2022-01-22,2022-01-27,Same Day,312,Delivered,5,1,0
OR42841,West,Electronics,2025-12-27,2025-12-30,2026-01-06,Express,213,Delivered,7,1,0
OR42842,Central,Fashion,2024-11-01,2024-11-02,2024-11-08,Express,247,Delivered,6,1,0
OR42843,North,Fashion,2024-10-13,2024-10-16,2024-10-27,Same Day,305,Delivered,11,1,0
OR42844,East,Fashion,2023-06-04,2023-06-04,2023-06-08,Express,197,Delivered,4,1,0
OR42845,North,Fashion,2023-08-20,2023-08-23,2023-08-31,Express,149,Delivered,8,1,0
OR42846,North,Sports,2023-03-01,2023-03-04,2023-03-10,Standard,50,Delayed,6,0,1
OR42847,Central,Beauty,2024-11-13,2024-11-13,2024-11-17,Express,231,Delivered,4,1,0
OR42848,Central,Electronics,2024-07-20,2024-07-23,2024-08-02,Standard,94,Delayed,10,0,1
OR42849,South,Beauty,2025-07-05,2025-07-08,2025-07-14,Standard,51,Delivered,6,1,0
OR42850,North,Grocery,2025-12-07,2025-12-10,2025-12-17,Standard,113,Delivered,7,1,0
OR42851,North,Electronics,2024-11-02,2024-11-03,2024-11-08,Standard,55,Delivered,5,1,0
OR42852,Central,Home,2023-06-03,2023-06-04,2023-06-11,Standard,113,Delivered,7,1,0
OR42853,East,Beauty,2025-10-11,2025-10-12,2025-10-19,Same Day,363,Delivered,7,1,0
OR42854,Central,Beauty,2024-06-25,2024-06-25,2024-06-29,Standard,135,Delivered,4,1,0
OR42855,East,Grocery,2023-05-26,2023-05-27,2023-06-03,Standard,82,Delivered,7,1,0
OR42856,Central,Electronics,2022-01-17,2022-01-17,2022-01-20,Standard,115,Delayed,3,0,1
OR42857,West,Electronics,2022-01-09,2022-01-10,2022-01-14,Standard,86,Delayed,4,0,1
OR42858,North,Electronics,2023-11-13,2023-11-14,2023-11-20,Standard,125,Delayed,6,0,1
OR42859,East,Electronics,2024-06-23,2024-06-24,2024-06-28,Express,244,Delivered,4,1,0
OR42860,West,Electronics,2022-01-21,2022-01-24,2022-01-31,Same Day,240,Delivered,7,1,0
OR42861,East,Beauty,2025-03-24,2025-03-25,2025-03-30,Standard,91,Delivered,5,1,0
OR42862,South,Electronics,2024-12-14,2024-12-15,2024-12-19,Standard,71,Delayed,4,0,1
OR42863,South,Sports,2022-02-04,2022-02-05,2022-02-12,Standard,71,Delivered,7,1,0
OR42864,North,Sports,2025-12-18,2025-12-21,2025-12-27,Express,85,Delivered,6,1,0
OR42865,West,Grocery,2025-01-17,2025-01-18,2025-01-23,Express,174,Delivered,5,1,0
OR42866,West,Fashion,2024-02-19,2024-02-22,2024-02-29,Same Day,334,Delayed,7,0,1
OR42867,South,Electronics,2023-12-13,2023-12-16,2023-12-26,Express,181,Delivered,10,1,0
OR42868,North,Beauty,2023-02-17,2023-02-20,2023-03-02,Standard,93,Delivered,10,1,0
OR42869,South,Fashion,2025-03-02,2025-03-05,2025-03-12,Standard,135,Delivered,7,1,0
OR42870,West,Sports,2024-08-13,2024-08-16,2024-08-22,Standard,121,Returned,6,1,0
OR42871,East,Home,2024-07-03,2024-07-04,2024-07-09,Express,136,Delivered,5,1,0
OR42872,West,Beauty,2023-11-16,2023-11-17,2023-11-22,Same Day,293,Delayed,5,0,1
OR42873,North,Electronics,2023-07-05,2023-07-08,2023-07-17,Standard,67,Delivered,9,1,0
OR42874,West,Beauty,2023-03-01,2023-03-02,2023-03-06,Standard,85,Delivered,4,1,0
OR42875,Central,Grocery,2025-10-22,2025-10-25,2025-11-04,Express,159,Delivered,10,1,0
OR42876,West,Fashion,2025-10-22,2025-10-25,2025-10-31,Standard,104,Delivered,6,1,0
OR42877,Central,Grocery,2024-05-06,2024-05-09,2024-05-15,Standard,74,Returned,6,1,0
OR42878,South,Electronics,2025-07-21,2025-07-24,2025-08-01,Express,110,Delivered,8,1,0
OR42879,Central,Fashion,2022-07-06,2022-07-09,2022-07-17,Same Day,214,Delivered,8,1,0
OR42880,West,Beauty,2022-03-28,2022-03-31,2022-04-07,Same Day,240,Delivered,7,1,0
OR42881,West,Beauty,2025-03-27,2025-03-30,2025-04-09,Standard,144,Delivered,10,1,0
OR42882,West,Fashion,2024-04-12,2024-04-13,2024-04-19,Standard,102,Returned,6,1,0
OR42883,North,Beauty,2024-09-12,2024-09-15,2024-09-23,Express,181,Delayed,8,0,1
OR42884,South,Electronics,2025-10-16,2025-10-17,2025-10-21,Standard,86,Delayed,4,0,1
OR42885,Central,Home,2022-06-18,2022-06-21,2022-06-30,Express,216,Delivered,9,1,0
OR42886,East,Electronics,2024-10-10,2024-10-11,2024-10-18,Standard,66,Delivered,7,1,0
OR42887,Central,Grocery,2024-12-04,2024-12-07,2024-12-13,Standard,106,Delivered,6,1,0
OR42888,West,Sports,2024-05-01,2024-05-02,2024-05-09,Standard,71,Delivered,7,1,0
OR42889,East,Sports,2024-10-11,2024-10-12,2024-10-16,Express,143,Delivered,4,1,0
OR42890,East,Sports,2025-09-08,2025-09-09,2025-09-14,Express,104,Delivered,5,1,0
OR42891,Central,Fashion,2024-09-25,2024-09-28,2024-10-09,Standard,100,Delivered,11,1,0
OR42892,Central,Fashion,2025-05-10,2025-05-11,2025-05-17,Standard,64,Delivered,6,1,0
OR42893,Central,Electronics,2022-10-03,2022-10-03,2022-10-06,Standard,112,Delivered,3,1,0
OR42894,Central,Fashion,2022-05-31,2022-06-01,2022-06-08,Standard,105,Delivered,7,1,0
OR42895,South,Beauty,2022-07-11,2022-07-14,2022-07-22,Express,105,Delivered,8,1,0
